name	HU_neg_017	HU_neg_028	HU_neg_034	HU_neg_051	HU_neg_060	HU_neg_078	HU_neg_091	HU_neg_093	HU_neg_099	HU_neg_110	HU_neg_130	HU_neg_134	HU_neg_138	HU_neg_149	HU_neg_152	HU_neg_175	HU_neg_178	HU_neg_185	HU_neg_204	HU_neg_208	QC1_001	QC1_002	QC1_003	QC1_005	QC1_006	QC1_008	QC1_009	QC1_011	QC1_012	QC1_014
M161T273	668755.497199673	3153743.68888789	1910420.35301378	213842.292104536	5746307.25847763	4902879.33299024	7597745.36570185	333799.131091811	2704149.71558017	693375.564163336	4283076.45973525	2269297.72218478	3734977.86937902	1582430.44347203	2826532.8343359	1933915.07803914	742174.093393556	106701.789169779	2973408.73356025	501957.0433454	2977420.85892618	2725085.1276559	2940195.90360734	2566612.4382886	2584085.95678085	2030178.32439178	1856314.82394406	1520040.30590568	1275791.86260517	991610.223196276
M161T155	661559.688434655	6777855.31381854	3240429.72858684	375783.98956588	9241706.01013883	5472339.81711088	7673835.6995613	1007373.70714089	7112017.482675	1042527.64719922	4149864.54989071	4530875.58863672	8888362.47495919	6506788.92593218	5662991.30588763	11808703.1591852	3648281.04733887	548708.678124048	5554348.51111087	587331.388777449	6786794.02846588	5825714.86431722	6152026.57032783	5973329.67300721	5769735.32408594	4699441.55108179	4543157.57147042	3771319.60775096	3246850.53105751	2577886.0676283
M162T397	143568.597085449	910124.125484234	1086219.17050002	38178.8704225419	1547487.24016862	1143266.25707167	486968.460296494	35775.7161786634	1206202.0964806	612349.216252406	521506.847522486	1688447.26523072	2354165.18978592	225618.174903687	1120339.11402349	445153.697821704	5140719.26843842	1088016.71257793	1686162.14641219	723145.194967121	1580280.35060716	1692385.22321591	1806582.05763106	1842382.85375635	1911388.42521434	1625288.1072121	1461060.8041208	1493523.78120402	1254489.51182003	1076869.82936712
M163T63	111233.742919169	448137.365503676	402460.728454202	33551.5153193502	720483.157523669	379733.009133671	818404.704654371	397040.347009759	464499.820284568	296081.868814045	748085.998170423	650607.039838168	364146.570444113	446094.956926668	430151.47897936	320575.948043751	353006.413249342	52455.8970492619	466166.60929198	44681.1726348187	612409.091398577	385147.538222	507009.76032698	488972.740704652	450529.4348366	364681.135489889	347314.220285559	300582.004696931	251411.313693721	187786.801281006
M164T401	179344.158458747	1555265.52362891	201059.236223395	33277.0545012862	623858.997964223	551392.707446138	268543.172308673	132991.186829268	481911.683791038	168658.667690267	661032.004135803	473076.367291552	250943.214851462	172322.934604407	562925.46473684	535114.10936143	183581.754313207	76117.7430954998	97568.1407800294	130238.67581749	586405.915396874	524315.174168403	591461.468360547	569031.122768624	538000.521063421	441500.095767817	384623.206742378	372947.479736328	328910.854441406	264433.678103272
M165T257	9683467.19475369	13617976.0059116	14681903.3614098	1103128.81712171	27583082.273479	22886629.1869557	17147846.1509616	14250378.5340416	17799817.6965843	3671978.67530193	16219730.4084466	17236501.6015134	25036137.8687962	28007242.5610766	16991383.0737371	7805371.41580168	24049890.3552374	1024992.69562213	19281744.0910166	2711797.22589708	24221661.624019	21685685.7469429	23557984.1522454	21005860.0776287	21203644.04596	16905567.8845981	16654361.794784	12444883.6431095	11351134.9263399	8670370.70462255
M165T52	2255803.77603644	5417169.53267862	6436085.27023807	3173813.15912517	9016665.69686443	6774548.59195041	6600638.43422548	3593531.64531929	5863471.31601598	2377296.03925117	4423083.97229112	4835960.16113765	6452590.57038323	6746275.50703309	6038761.38338285	3352581.69971643	4102177.67412391	1449496.53151493	5745888.92703784	1928409.90137407	6344106.38465672	6214504.77350969	5952918.19345142	5618814.61371038	5955434.34077256	5138499.6173036	4600527.89827171	4047078.01339111	3884480.69666118	3156961.03965202
M165T394	49119.6627403892	226527.990829783	1027681.67615039	96138.7073629715	491245.340021018	400740.587084235	941925.505032919	3161131.34644776	147650.453516694	183085.574114825	3181692.1644103	1681017.8083408	287573.26465573	127659.741308082	415356.170306396	941718.821702972	416405.602872847	48981.7472791847	291836.207496276	264704.805525035	554472.226605002	591894.139398748	585787.039351475	608947.797027256	564754.226143555	477332.422490265	437141.521903666	415128.739657076	342165.466124168	282501.120796616
M166T60	973178.271778057	1471405.55960226	1269709.54127818	395534.446340891	1876682.919946	1249523.20497664	1957166.11514268	624994.098592222	1391961.32215111	656093.673457031	732770.059510417	1331170.50399149	1899493.46808898	1340207.97084926	1730978.86053942	1548096.44272934	800461.572670886	245390.390882408	1533391.65878547	303571.435374248	1409109.23591645	1435256.16085686	1428701.56970736	1398315.9537482	1486275.54619017	1196232.13667042	1151354.89281155	1019788.70932645	882552.386597916	718175.168728316
M166T257	445227.47553195	655474.016635932	761316.729106446	27089.3375724284	1500720.40897652	1254862.3206933	866023.240519424	730586.473654891	959874.169832386	612684.951002157	914125.22423358	966891.856478362	1458991.18333175	1693642.39276559	975937.564451457	421546.451624342	1458608.71820037	37871.8911522002	1173830.64169462	123186.145861034	1193894.80800948	1125530.89649572	1186846.88548777	1111091.00699175	1078284.14079777	905127.504953669	922790.997301224	691380.69122284	651563.834361448	507396.321132934
M167T51	624465.949339786	922369.0631722	291057.168463299	243762.30018204	713048.490054796	486587.134254173	480677.652213046	551113.229721107	561265.015227227	752206.803112443	608103.238019238	349716.552237845	181387.401792295	237471.417630478	246582.484037045	392913.3289232	273627.484931274	263957.750205477	18089.3094960937	164498.488342049	557406.003756461	587368.337550749	566881.146248537	498966.765059369	479547.118026369	409529.440974064	384736.712922542	319952.847014886	306683.427995931	251223.167234033
M167T79	25328657.785421	25112908.7266223	23161262.4441322	14297534.5262823	33920025.6661634	43815987.0831645	38945274.1183921	15218041.7399157	27490425.8975174	24376468.0817143	27261189.7499446	29145872.8202574	19368162.1458855	16000217.9565293	20996962.0515819	13683862.5913594	17746147.0679845	8904627.99390634	12694129.7431634	8337233.33328414	33259758.6686164	31698541.1404089	29960930.6042554	27537668.650335	26659995.6420331	20523823.8681214	19303542.6372982	15570957.4650184	13865224.322062	10279054.5307445
M168T274	1289122.5654152	5451363.21755325	22671399.4561078	311432.584447156	3902726.18850791	2767432.61647941	49099899.5105252	45854186.5895409	7325776.85827735	428486.455687285	64295064.7249267	90708566.8027325	1436165.00439828	1514855.69059107	1560205.26922321	1766290.9284886	57263467.5713655	2315662.48719605	3073276.11222071	237622.493092226	26978414.0729158	27726357.7132392	25703874.2214796	24456401.9533598	24530379.8969626	19351049.4414288	17456556.0363887	14797038.1854019	12639545.3221039	9685360.09673172
M169T52	575111.00032761	790205.666460425	220843.987310596	204411.7394396	615614.217541419	422310.396857172	358762.770464517	507594.874603957	497302.41191783	702303.148172279	538064.387810875	250652.090694763	123213.90992705	213631.807664809	201456.256695614	363769.353178125	203000.126744351	269016.593589673	77134.4712399705	190838.49133229	461983.130766006	452273.528657712	478051.720712718	411017.170551752	392769.168992931	372384.615176255	361097.322084474	287006.258612976	277247.489863153	215553.944383203
M169T274	55457.9374431818	269884.412200561	1517052.48697727	2047.44070136491	212686.37951382	149600.155460091	3539493.75724999	3303338.98084024	418868.204296875	23281.5382389323	4763217.75599517	6728713.26717083	81842.6963385924	84139.0428208385	76366.6234266549	92443.6028131926	4294471.71920884	144195.44384675	191362.583949166	22645.7992505935	1810631.45528095	1801432.92176184	1749836.05556582	1603466.54163354	1694565.02872194	1372633.69738277	1225221.12839656	1053287.27826998	907032.695389832	706175.604789557
M171T53	772115.256306237	488416.794888669	848198.555416842	870845.004134672	1000697.82932781	1237836.43171229	696715.906191938	459795.870597962	788575.829375041	655563.691832465	317760.683806552	531811.83353598	793018.140166067	586752.216392334	903363.275384358	344150.24266959	318457.68284853	310090.222587149	1240518.53630804	384414.252937112	899361.530949176	921412.27828298	866896.641542273	829977.186417391	863199.867915625	709613.980500346	685298.719806949	577432.026484277	550683.929064447	435035.352333362
M171T121	475481.193012595	3447258.62627511	1308620.43425193	153363.978380859	1425532.94950943	2665492.52015379	2340554.02901074	356127.105219083	1351231.71365077	299247.754453223	694507.130881037	1366570.77580475	3583060.92247396	2268225.07009437	2016722.38720868	2483084.78997899	488773.29358327	77261.776274791	1210337.85965052	223678.793104494	1904788.47991606	1823174.95640589	1817102.55500337	1686910.75366394	1715007.40180729	1478522.8832654	1318796.24909612	1128266.45240153	956064.347294714	741288.669859375
M171T371	917483.35904294	4711440.05469672	2829336.1724751	281594.381324089	940657.471142057	3539673.24576598	2011408.36067698	521016.786408777	6255324.87289365	1106624.73364561	1929079.02833467	2732698.65370605	6634791.5265823	2039382.61679989	3213618.20229724	2570269.73019036	1038133.22944103	325916.887065016	2890329.57065378	642131.12810875	3999945.80164775	3960012.90186305	4163579.50162484	3854422.6858976	3623828.16933115	2686898.591969	2536739.59861737	2112872.63669564	1840285.1631521	1331268.12566662
M172T366	311718.513062988	3104892.27166666	852773.928803917	437370.097835287	1459742.25342143	2995298.14445174	1992849.48210144	436369.446024054	3228430.0392011	838022.690625001	1737538.2735721	1331625.99087345	3910687.67594754	1046982.11209131	2296031.69996088	2627862.74735572	2535666.32840051	259671.503617075	806995.299257151	276350.087228874	1681784.54335642	1669805.29624379	2995547.16594332	1631488.53812663	1665872.96249907	1368909.06428961	1291011.10293046	1027319.04020045	965737.366322553	654444.062441895
M173T320	17271163.4206698	48325359.6039705	83866356.6829971	6446710.57149134	39825020.3189387	35687255.77537	36085652.9972241	21413671.2253796	59409861.1654086	9372465.9818225	27188341.6550516	22646418.0626293	55721197.8770635	66621779.2081827	33437803.7657547	24062818.892985	27850279.4280102	4716293.56864592	25905711.3787181	12766929.0543955	44798236.0167084	44334349.5057596	44607717.2426876	43784329.2807433	44494646.3998483	38312832.0295653	34066234.824975	31318792.3879852	26825873.0467335	20500910.1681283
M173T386	721586.898153388	3933161.89773134	3462760.47214375	389444.946268601	2600820.71205615	2612034.38164844	2499509.36147539	629306.216208186	4152398.70169211	2109748.1465518	1609842.06348819	2095947.98946675	5224815.93911628	2970570.87003557	1874810.92714787	1564539.46369336	1165970.50385554	330646.838077734	1567471.93657459	560081.187515905	3593059.25482948	3455614.97695958	3208437.85868726	3001253.99831077	2736018.60834175	2028597.30175042	1905928.87431659	1566673.3924469	1178416.73024772	902058.114707228
M173T109	6716954.98013079	36597164.826386	20107336.8613162	9404268.16576767	34408552.3955531	31946303.7972012	37041497.1173875	15565917.520841	35421033.0227166	7008462.95953883	21311497.8282255	27813447.7261875	38046469.7362517	22562314.0296596	18657346.3276142	17799762.0084979	14836397.5416124	3508439.79685601	17234112.2838301	3642214.58561643	40636328.0972985	36854132.8619758	32425237.5833718	29373393.0178828	29994589.8393986	24039352.2874167	21731763.5684327	14659761.1382517	13556778.0228121	9587484.50545769
M174T77	480998.00284234	3034782.59467555	6163286.73562016	264319.523891398	5351736.82723214	1347457.67629696	28308601.713846	13760552.8855736	5734805.04068314	861187.527583281	23431114.0241958	34886718.7425039	1908924.38715982	1535813.4018691	2067624.40068613	1236205.97605124	18636364.0048563	218418.726255469	2675163.08397616	218799.503630713	12082999.5025446	10598318.5840098	9740289.47673834	9018877.55147845	8814936.95799215	6908654.98023843	6305406.32861655	5001420.53086557	4523711.87406226	3266108.31201547
M174T320	878447.131804954	2848835.59849734	5108775.2978947	281166.994875489	2323387.49271077	2090420.0639169	2154601.7920725	1123191.37256306	3691503.81045677	454614.823209024	1619209.4602475	1349910.494996	3450251.38969891	4130562.69076829	2007329.79191741	1498190.15476145	1718862.70542033	239404.810410351	1598379.08836303	771890.937944802	2730895.05131991	2582601.42307739	2613022.04449637	2610690.39697746	2688814.04971049	2290513.42561088	2101972.27980182	1897587.87568727	1631862.04649117	1253439.50658562
M175T1007	16204914.7748327	16021906.6162007	16700798.0578782	14127555.7422591	13989114.9064656	13241067.4511939	14625901.6562656	13524125.3073074	12373524.6517447	12579166.6069035	10603619.9945863	11947681.0128695	10537935.3094622	9770139.37410101	11037633.0813434	8588642.4745166	8662375.82636905	7861970.40694699	7096141.62040912	7070520.21637589	15572421.56544	14481349.0610756	14099781.8685075	12756918.821514	12823871.7816772	10567219.3457663	10639593.4457213	8904484.56310546	7916210.52630235	5994738.65163113
M175T331	210190.374648108	635064.56430979	14449666.7556423	89574.8267151229	11116883.9459428	10961823.6612893	20257140.7219521	2754538.97442709	2195823.81488665	447753.842207763	4039313.36219884	722308.221470022	1818330.94487418	3595318.72675693	1430017.40348555	5677587.8961305	435947.847319621	266213.735353973	2584636.18681215	1234630.83504291	3962667.22239323	3643184.23153223	3516308.64805677	3149817.88607067	3193744.17203037	2620415.39852544	2361077.8511989	3198633.73758164	2810626.13959676	2124640.31433462
M177T58	721554.320206561	1388380.49964409	928669.961239336	2040451.93118203	1589684.76091787	1131714.82897742	1315531.95911638	857461.920704103	1409044.41341017	622136.585561801	729020.163987546	1078726.62880872	1661563.09111419	1473822.74998727	1217778.50036664	1091257.07340894	1101454.86154546	297884.38980635	1848137.86456516	238372.068594885	1315339.20014136	1266945.07833384	1301939.03492859	1237902.37746163	1270478.82160877	1116399.48501658	1016602.97837089	911444.695591556	831789.865204453	641397.427354677
M177T227	812695.407700549	5155510.90541003	1058291.52132631	256741.331407157	6108115.77188277	3969219.93183545	4427202.11805692	861192.869128264	4381769.98907601	1002778.41890834	3095493.67376321	4093468.048274	4835625.17236589	4432917.81603164	4298763.98674294	2460853.83425267	2488398.76930831	304810.118068016	5761740.49258811	368702.371126447	3961783.89745034	3615871.81248549	3905581.21538074	3574653.49400171	3660602.85277438	2872356.73635813	2874102.32674805	2287235.63054957	2018416.36670609	1563625.48559874
M178T349	83057395.7744627	214447180.750427	106885342.81208	82234706.8642802	169908826.488127	322497739.077788	142909231.830156	169769089.779989	118421650.714106	77920680.7132124	108609386.51627	167763417.512301	109059123.871838	71662164.6597918	74605619.3929082	44695080.6838264	67869816.7861463	41726913.670686	141159305.207914	47305555.6128207	165394485.387208	152599343.754928	147924471.699133	137141762.153162	135459105.39223	109793516.977459	100438391.812679	89653573.2059816	82862845.7212488	65622784.5845954
M179T348	8427824.0613151	20781258.3721092	10146478.8212184	8420141.22898873	16336439.9749308	31442066.470404	13828062.4107717	16609366.3202778	11416406.822958	7696010.70758722	10871880.2421768	16048410.4597195	10712701.274096	7605627.15628786	7121657.36544873	3998519.84006797	7169153.6704095	4332545.27637858	13774068.391652	4678731.6946263	15722653.9125204	14693251.218563	14068896.9414213	13273659.33161	13305642.6685405	10740328.1266671	9812826.15833812	8946018.44103177	8269964.02295742	6533864.73169498
M179T57	3152110.86703614	4739910.23894674	8624885.81619398	1867142.04652385	7845866.34027692	5980598.21797419	12228997.4734104	11202199.9949411	5067123.89159634	2647216.3176772	13708355.8183215	10897871.3413891	6764448.76383786	6937810.30405804	5919632.06275277	3762642.81337568	7718399.08118875	1319099.30466101	6981935.64800953	1270907.61217737	7497351.71229304	7863122.45858457	7949470.5620971	7989729.7116599	8296036.17990054	7500326.94359575	7203792.22536491	6598685.09112243	6029869.21261625	4920927.24735868
M180T359	809518.092635216	8195568.02831432	3354100.04437863	1361286.79257224	1711258.23941072	15560272.4096397	3183483.80847852	4820079.25115	1588871.18117871	514739.094181471	2088309.90851162	2537512.83392285	1422930.77503705	1659251.33580664	1104067.59360143	681417.582973581	1044729.82597925	473802.582887958	4278579.70814942	570707.876842033	4002620.52446434	3989174.52875287	4021442.31259139	3612435.29177408	3545150.71991699	2953182.96263715	2787181.92864291	2208049.48620305	2062106.03047914	1494510.19716545
M180T180	623630.180444244	634720.830413086	118422.388047927	11515.2637485064	959293.7513463	658084.677657061	408671.809859748	45214.1998188775	679120.463237752	91097.0594511718	175846.895746996	383814.962408806	787626.473110454	683016.90815921	544485.423665749	346213.580724193	613863.746737351	16876.1093262115	319344.342062619	20470.2110478246	644567.110562265	518814.722554161	595523.78943074	507505.574292509	490099.030447294	377434.238479451	361255.283613697	263383.320510531	208347.430945416	189621.513719643
M181T49	1327100.75747523	1016015.29936385	655474.421912562	1284934.04740117	1467340.44274164	1505243.64612803	678933.531755527	217650.454353428	924760.019329482	880604.82280752	441017.233530352	1077720.75743585	722302.257326811	1100901.06280366	890473.383794225	505215.814878756	214837.158878485	914442.230554648	2367401.73632268	729660.788938454	1228271.8316324	1122278.49414013	1007052.20861565	917895.870835236	999645.001424734	799415.810468766	668599.818371862	611805.343304395	605176.088201829	470721.614007113
M181T1021	352031.044536764	249197.92344065	198159.581446258	513220.153385075	508497.449202899	567665.28170338	649579.772811011	591003.626694596	687613.329956829	625490.997520231	743750.275732757	653655.521173969	659684.418368219	602113.268105285	586633.612094349	610193.398504921	562533.272411523	526185.69457617	512588.571874999	503383.562914729	408887.39725003	459233.909047379	581106.16484501	683645.347790788	697953.322736364	659709.145330256	685138.083282279	602218.624059025	553140.859370409	517125.244995117
M181T241	10888474.7085322	13145678.4763521	14461051.1865273	1365090.48244017	27604480.7002052	22601425.7743073	15014173.8042924	15538012.2470117	6190118.95264746	2664435.11107598	18525689.3940872	19040777.7953395	20195076.9854551	25682003.7060091	11327415.1301124	4254961.21172694	18467560.6231348	948182.754417783	24581696.2464278	2250743.82891597	18570964.1893198	17123535.8474078	18420168.9068789	17868219.3339924	17510596.2727983	14484353.3844708	14243268.9475937	11512550.1134953	10685838.3877694	8346817.32466992
M181T322	1982624.37738386	9406825.63041151	17816536.3730802	11373839.8824062	15561798.2665517	13570783.6458896	14860794.5645028	24925678.9328326	4941896.08418142	2074194.18921094	23116288.4937913	9595346.75923421	15800787.7699881	7958429.81890674	6270232.30237965	2303716.65784895	3628724.31336291	1183736.00660473	17765559.8174805	4980949.58738541	17028577.0346005	16828893.8952063	16829908.6819039	15030267.4664861	15399692.0419272	11780353.0765558	11343524.48625	9549566.14291807	7605132.83592652	5779865.71673102
M182T336	167132.566810118	914378.495391248	3903082.401191	1014818.07406172	1257482.2048432	4412001.74644548	4511155.74617469	6383356.22028406	841410.177428712	4224086.45365429	7404510.27577099	6852343.95038707	1756062.81506891	6519939.75161962	462890.21102753	459946.672128168	6008886.18459696	342786.528492187	2052819.94520976	575357.394466571	2591428.22766412	2713479.64840158	2755268.29477063	2614149.97081222	2441163.31920279	2137880.96049676	1965630.00118736	1594526.17227259	1508330.16407806	1125926.76190482
M182T207	456714.650374238	4100023.96162377	457545.512434746	253865.409512471	5108305.39933546	3735945.60313433	2333194.99493118	631148.910798947	2679455.43701766	1043917.8960256	1549901.96076549	2713633.63431726	3593689.36171875	4732416.01377006	2764709.35310898	2290182.86788926	1014321.38497221	188354.350358036	1676772.02734329	405784.340090746	3576505.2384949	3024278.75533761	3072037.88379313	2912734.36083985	2963018.50198901	2516199.96586979	2532207.14229167	2143154.49023177	1921321.23166486	1495911.63792589
M183T343	318049.949821354	270506.387386068	474377.115261394	138180.377593393	544227.635579191	315730.237826971	726307.764060377	524576.291450077	1238704.48065569	489898.528704943	959965.304585416	1002535.56294531	854417.630855078	598380.260633769	340237.49174895	430643.816028193	776167.778879028	239242.139430313	276291.526206656	147472.613621005	523216.948652684	593790.084113065	586623.090606312	810024.941095312	772730.747567871	817599.79388541	744286.299088183	639014.526045229	597805.397229177	419387.254434972
M184T384	662261.943124925	5963307.91518165	2396169.90406304	1361972.70379608	1269494.34254167	18011807.8742878	2983104.96508786	4037987.96238038	1830023.1042351	519651.433095971	2000365.02913014	2725008.35441602	857784.176854396	1922087.54819863	830110.665518941	2884916.95430779	1901651.2064527	183719.187109375	2807117.09697336	331326.59970267	4040912.94188583	4072531.25210287	3812093.61724479	3426614.6995459	3196552.46671787	2421659.03113428	2317496.82988938	1783408.9142777	1363332.54983435	982165.930768192
M185T56	1344498.54427002	2711095.06839192	1813938.9241788	997154.288910396	3485818.56758566	2527111.24562446	2003684.04879497	5613360.62871339	2562284.30949391	1305319.82671194	2288064.09318358	2610934.42227885	2255218.60078558	2596024.36013101	2019159.96179983	1744989.02798926	1686414.89371321	689145.523027124	1137034.75419494	457351.415874444	2761147.1427486	2737867.22223336	2712745.49835111	2593330.5308402	2674907.46949574	2259386.66188333	2054276.03289015	1758460.24170258	1560514.48041792	1165815.63735979
M185T395	2555505.78277663	15601342.9146154	5276794.23052643	1383391.76262925	7038299.90077467	9174922.01644319	4485936.50878228	1800674.66834745	9846365.00812568	1740359.81048567	3270700.75623056	4706640.36419859	14654332.2691401	7125935.15094508	7851849.21167714	4746136.99570944	2204588.75944884	644880.496097039	4662382.19119306	1432534.14290253	8287608.67595597	8103606.49964592	8657616.87022809	8116648.84037479	7523086.7308799	6189430.97512128	5959360.86470466	5254434.58978908	4467206.24350221	3640685.32398372
M187T48	191890.694991933	948682.885538494	799676.213005241	41876.9267926665	538860.252860124	569985.24895474	845691.826468273	328641.566476465	650722.097113548	454665.781800713	899421.2886007	795238.38884269	403467.408545574	632839.099135727	547488.001857079	492496.826619592	534655.841175913	34755.215442688	23882.9007508161	71245.2461497115	785065.422784905	825926.270504887	751008.787640123	685347.212994839	738295.557447402	630960.244807099	533806.567266768	526321.357142486	498511.338138676	416622.318422138
M187T380	39262188.960576	438879340.581806	101915926.341849	36800142.0375665	928829899.00922	178774081.847652	417766878.87009	111375699.997621	102472284.817737	149363305.875778	72728040.6237309	320854742.570992	351356388.961341	608449596.754697	307553854.103402	287930160.702998	78623505.0124819	52665342.9611838	333093796.112463	31521632.0932871	317722219.254965	327195376.394913	329899068.31868	321280175.646218	329058344.819002	267900390.194837	251360190.199908	222907302.371619	193356893.11376	146248840.23692
M188T378	2818447.5121645	33367524.5155601	7452136.01475439	2668702.66979081	70242610.2388674	13550486.5911133	31368045.4265682	8255569.77677958	7673656.79637742	11132034.5065895	5490502.89098697	24149226.8712127	26451842.66402	46550115.1418332	23354570.2239902	21746154.6760873	5902376.6739907	3957491.04690937	25203256.2256821	2372718.49932417	24100189.4818042	24160736.8585027	24824325.8342292	24085158.4903154	24520060.4724566	20162544.0359163	19072569.5215859	16904241.3027277	14642013.3098784	11162955.8998535
M189T296	11424470.6453148	46605493.2330992	29036390.1678588	12120844.6363858	60382332.8833931	36798366.8642917	48960379.6474784	35520493.8196615	28742880.0105484	13530725.5559584	39963942.939878	51736762.7063192	30853938.3447612	21581447.7010378	26284045.6591944	14094573.0968983	36539405.7659136	3772396.01849625	30740075.3766844	5048538.69845831	40768930.7398345	39911406.8363056	39606650.7320013	37337768.2405741	41582978.8366956	30556591.399583	29083246.4324791	26543848.3590663	22267943.8615899	19547057.4732048
M189T125	975409.574370334	4719117.44923874	2324094.84226859	442123.935502957	5456943.56371962	3197905.94916235	5381636.90939579	1028605.87502134	5263225.31518575	3871389.21609191	4470429.38096195	2890538.92605013	3607444.44350973	6168479.52290372	6925251.71204883	1686450.60423873	2105894.02697917	428335.733532552	3615455.36806367	534002.977328247	4714592.20406945	4530251.20777061	4543919.60177962	4164089.77118146	4246660.03318586	3536222.56024875	3229796.41886477	3539762.49763733	2200958.6976989	1773465.11951873
M189T378	1716108.96576243	19459398.6420695	4399793.20228624	1595898.79453447	42074779.2147434	7964413.66724609	18750092.8365931	4927834.39736032	4550969.00492688	6513231.01260098	3263180.52920058	14243304.7534532	15722825.9594719	27884656.9418451	13905261.3178699	13102249.2677239	3516727.06514448	2343407.12644234	15036840.3320627	1406025.36983744	13995305.1705481	14277718.7920834	14604603.2340782	14290862.5461454	14658660.4246225	11921412.1397033	11248939.5767771	10020053.4914068	8795636.81173104	6600821.4183231
M190T296	526628.204909374	2564663.45893376	1512594.15680356	587325.004077474	3591950.05049457	2073594.33754225	2897152.5647392	2026040.43997899	1656933.67802034	662994.252774812	2411105.57826029	3229210.15256178	1733136.00272881	1214746.55421731	1572934.57268951	811043.712302145	2220643.57908739	176946.281143066	1905452.0041056	268423.835662491	2250725.49234151	2178806.61781927	2137127.56137693	2135601.50383311	2395627.30947834	1756219.22579304	1715391.1822363	1547400.29470513	1353164.91902372	1165755.08634166
M190T378	62459.9860421317	1743434.08274614	445895.093574358	136351.643996001	2111345.66990638	967068.694268905	999030.926865623	255143.465378906	580186.193171542	325658.989996003	285914.100266113	716458.99763114	996132.141836425	1435606.70062401	729890.070805358	744126.333983912	674278.586712615	107602.151719971	809622.981020815	94504.560099986	693194.791781059	679694.778433399	974628.748636446	688350.549074907	1005626.40547181	814589.565829658	755774.554306223	648652.39044487	578130.122018066	458754.377584398
M191T1018	5340957.80626028	3124806.68219612	2705589.35733568	6481952.14953707	5479443.37627688	6108185.5355565	7050134.67984481	7173423.63585495	8169491.04332248	7646432.22141805	7506683.62450473	7429624.85783055	7140588.02654523	7063340.63273435	7000823.22917666	6638347.75071878	6112347.8590569	6072284.04788228	5309450.94233885	5055773.30292613	4850034.76951172	5812868.15954394	6595367.95133958	7581473.38231057	8351018.71920573	7605293.24191262	7620359.23015926	6910825.15120794	6491899.71976717	4844870.89812167
M191T80	24416072.3159118	79358169.0274155	41350470.0826683	10974310.5576688	71635473.0951514	76928427.7293375	101846484.655057	55218761.0833923	112965076.22294	39702965.282709	71948024.87432	72770379.2965222	57197396.9888059	92891311.9711982	57908741.1328232	38339226.2853987	51776819.864901	9352819.90776346	45279074.051319	18707589.03182	63677323.4233112	65599646.5136256	58907966.8747514	57778148.7913054	57969343.617165	46212526.219537	76604822.6158172	35248068.3638744	49967423.1381606	36921791.6240645
M192T80	1119830.69979048	4694134.78967586	2172397.23831959	500725.280269243	3940396.29549355	4479259.48478701	3223415.5695592	2965879.62662527	7462738.60872645	2265100.39345407	4690563.50981999	7229266.58213277	3682212.72155926	2980218.23737495	3789207.40851957	2307895.71170427	3472560.05427557	503129.915832562	3080607.31377825	1197034.51978325	3644712.66863754	3732184.48846792	3259393.92707085	3215977.17852252	3188817.98456432	2538538.83691785	5018566.97779832	2145826.09470225	3309733.1897381	1559846.42286877
M193T113	396742.219533049	1653763.24047133	2864466.15897326	336759.968836648	1358577.81369561	1372631.36921074	8069771.01026563	3322210.93814145	3609046.3133251	605526.412377708	5352032.55116176	6901485.47435416	868845.526710863	954068.621478729	881068.386429701	3440569.99979634	5704124.08528811	1581915.07686421	1113453.07941013	270718.476015534	2238146.52849617	2254239.12486754	2349408.18809968	2294356.26673455	2450365.88997576	2101198.93689146	2003212.64382631	1855642.11694336	1708649.64659642	1334927.40188837
M193T287	557834.797670832	1370764.89652807	677762.427192127	193159.049504395	2207728.7303543	2167217.7225598	1253866.37305774	310174.80821847	1242430.72875545	542753.481735163	759100.028826135	972291.537678738	1214795.42254191	1146746.52474562	1547254.68466419	1136053.11384367	572977.129192207	178200.862170265	758401.328757807	362920.865281635	1593009.27181288	1359540.48393806	1537796.72791732	1288180.54419593	1373790.51180975	1093074.79583889	985620.886781035	918694.231610452	701190.754134115	567991.267778912
M194T308	6237226.42353066	21767294.7735285	32145189.9811987	15972131.771105	29026726.100633	25531831.0421271	26050768.6039503	37039367.6187194	13008121.017988	12075130.6245639	23224704.6903799	15067450.6929943	32550480.9952025	22212917.2467167	14278245.426493	8825527.53873535	9064577.70757849	4416671.82051071	21958227.3444867	8459957.3997588	31772897.3095806	29623262.9117275	28757110.7966932	26960250.1892536	29829172.2715332	22648639.3078232	21334145.0719159	19050650.3161426	16651650.0434258	14098961.9799147
M195T68	14705077.2952818	7583046.44613007	13661180.0942001	13001476.5447864	6350175.18921649	7343618.59610807	7109675.16537591	10077803.8630417	11160244.3094818	7395904.46081425	5870843.87637317	5388051.95045667	10493170.9713295	10271535.8924512	10581222.1050083	7369160.65611388	6243738.33887227	10345502.5181827	8448058.78021741	9173945.29418308	10135817.1674038	12893938.3933494	12780694.8882445	13513672.9248185	13577711.5687382	12184705.5662858	11994110.7964669	11160812.1060627	10251523.7962315	8240092.99808932
